genome_id,antibiotic,phenotype,label,evidence,record_count,record_ids,measurement,measurement_unit,laboratory_typing_method,testing_standard,testing_standard_year,pmid,source_date_modified
573.12783,meropenem,Resistant,1,Laboratory Method,1,c31d5db9-b5c4-42d1-8def-7675edecf6a7,>8,mg/L,Broth dilution,CLSI,,,2017-07-22T22:32:33.964Z
573.12796,ceftazidime,Resistant,1,Laboratory Method,1,a73d7edd-f3c3-41c0-b892-c29c09251abf,>128,mg/L,Broth dilution,CLSI,,,2017-07-23T03:15:17.197Z
573.12796,ciprofloxacin,Resistant,1,Laboratory Method,1,67943789-3429-4d2a-9de8-97170fbe7bfb,>8,mg/L,Broth dilution,CLSI,,,2017-07-23T03:15:17.197Z
573.12796,gentamicin,Resistant,1,Laboratory Method,1,60de07da-c016-46ae-989e-8fc7fdd31768,>16,mg/L,Broth dilution,CLSI,,,2017-07-23T03:15:17.197Z
573.12796,meropenem,Resistant,1,Laboratory Method,1,f730b343-272f-4db5-9839-6e75d6ddf85a,>8,mg/L,Broth dilution,CLSI,,,2017-07-23T03:15:17.197Z
573.12858,ceftazidime,Resistant,1,Laboratory Method,1,57b3c1b8-1624-4ce9-ba34-c252cdfda838,16,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12858,ciprofloxacin,Resistant,1,Laboratory Method,1,3da86824-26ab-4d0b-a92f-26c4979f1cb6,>2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12858,gentamicin,Resistant,1,Laboratory Method,1,1cdd68e0-495e-45cc-a907-019d9310a147,>8,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12858,meropenem,Susceptible,0,Laboratory Method,1,697525cb-8863-43bb-a05e-346805060169,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12859,ceftazidime,Resistant,1,Laboratory Method,1,abe668ee-35e3-487f-b44b-eef11fca756f,>16,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12859,ciprofloxacin,Susceptible,0,Laboratory Method,1,946ac122-d68f-4e6a-ac77-1daa4efd95bf,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12859,gentamicin,Susceptible,0,Laboratory Method,1,82b0b73f-f77f-43c5-90a0-fa186d1d210c,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12859,meropenem,Susceptible,0,Laboratory Method,1,59c55ed1-a854-4805-91e1-318ff242fa71,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12860,ceftazidime,Resistant,1,Laboratory Method,1,571c796d-6e45-479e-94f3-4c365267a1b2,>16,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12860,ciprofloxacin,Resistant,1,Laboratory Method,1,a12c1742-06de-4935-8fbb-685a520ead81,>2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12860,gentamicin,Susceptible,0,Laboratory Method,1,5073f368-9d9b-4317-9b44-2c76a738f0ee,2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12860,meropenem,Susceptible,0,Laboratory Method,1,2c09f079-40d3-4af1-8aec-ad8353258091,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12861,ceftazidime,Susceptible,0,Laboratory Method,1,0c9bd9a0-6f81-410e-b040-dc4597ba8431,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12861,ciprofloxacin,Susceptible,0,Laboratory Method,1,860c82ee-ce36-48f7-a467-2933656dc926,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12861,gentamicin,Susceptible,0,Laboratory Method,1,32c39adf-284b-4b55-bc84-45da6374ce26,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12861,meropenem,Susceptible,0,Laboratory Method,1,666eafc9-02f9-43bf-b12e-dac3bb883c45,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12862,ceftazidime,Resistant,1,Laboratory Method,1,4ee47c24-cb90-4043-8277-ed40548d0206,>16,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12862,ciprofloxacin,Resistant,1,Laboratory Method,1,006e1604-ecda-49e5-afd3-b0c11b6bd8bf,>2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12862,gentamicin,Susceptible,0,Laboratory Method,1,53344471-5f7f-4c47-a08f-d45bd07ab0f7,2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12862,meropenem,Susceptible,0,Laboratory Method,1,5311e690-3936-4ae3-9ecc-88ce82f9b449,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12863,ceftazidime,Susceptible,0,Laboratory Method,1,4889ca3a-a492-4841-b9d1-d78e94cfd19a,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12863,ciprofloxacin,Susceptible,0,Laboratory Method,1,a4afa679-0585-4cfa-8f72-a28671813790,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12863,gentamicin,Susceptible,0,Laboratory Method,1,96c7e9bc-0ae8-4830-83f8-4e2d54a9a9b0,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12863,meropenem,Susceptible,0,Laboratory Method,1,a54cf7ae-33b8-4846-aa20-8f911c926d2d,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12865,ceftazidime,Susceptible,0,Laboratory Method,1,c6131c62-2549-42d4-8799-604d0be12900,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12865,ciprofloxacin,Susceptible,0,Laboratory Method,1,367df9ca-0aed-418f-a75b-314f1dadc07c,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12865,gentamicin,Susceptible,0,Laboratory Method,1,654287d6-c924-4d6a-8e26-83214a04ca14,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12865,meropenem,Susceptible,0,Laboratory Method,1,83afce5d-8ade-474c-8348-3117c1883e78,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12867,ceftazidime,Resistant,1,Laboratory Method,1,753c6246-c2bb-41a9-963f-eca2c067caa9,>16,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12867,ciprofloxacin,Resistant,1,Laboratory Method,1,eb40c776-1518-4543-a02e-f539eef5e9a8,>2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12867,gentamicin,Susceptible,0,Laboratory Method,1,a96eabb7-96f8-4754-9f8c-424891fd069f,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12867,meropenem,Resistant,1,Laboratory Method,1,63a7c033-c77e-4387-b111-ba031929ef44,>8,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12868,ceftazidime,Susceptible,0,Laboratory Method,1,14bac1a0-0d53-46a2-aabe-f525b0075b85,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12868,ciprofloxacin,Susceptible,0,Laboratory Method,1,2607dbb9-ec87-4f08-9f97-82b1b29c41e5,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12868,gentamicin,Susceptible,0,Laboratory Method,1,1b9f01df-92aa-4d99-abee-1aef8f75decc,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12868,meropenem,Susceptible,0,Laboratory Method,1,349643c1-8c20-4679-ac28-1e220cdb17d0,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12869,ceftazidime,Resistant,1,Laboratory Method,1,0643d246-5c30-4ab2-97b6-92e34b8814d8,>16,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12869,ciprofloxacin,Resistant,1,Laboratory Method,1,9033c347-d3d8-4506-9cd3-d49279168937,>2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12869,gentamicin,Susceptible,0,Laboratory Method,1,d793dd19-466d-4d02-a83e-2946671ff5aa,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12869,meropenem,Susceptible,0,Laboratory Method,1,bcf2639d-1b21-4985-9e06-e4004ebd230d,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12871,ceftazidime,Susceptible,0,Laboratory Method,1,93895b37-f8b6-4cb4-85d6-3f5cff6d04ce,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12871,ciprofloxacin,Susceptible,0,Laboratory Method,1,2ab53694-dd3f-4a83-8645-6c92802442d8,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12871,gentamicin,Susceptible,0,Laboratory Method,1,fda6e99e-b315-4c46-ab27-4fce1d35f8e1,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12871,meropenem,Susceptible,0,Laboratory Method,1,f0c76d1b-f462-4d14-a61b-4d1c367b2b73,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12872,ceftazidime,Susceptible,0,Laboratory Method,1,44fd250a-18d1-4c65-9ea8-4ce94540d7af,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12872,ciprofloxacin,Susceptible,0,Laboratory Method,1,62ee6bf3-a32c-482e-ba37-dfa4119529a4,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12872,gentamicin,Susceptible,0,Laboratory Method,1,88c0b91f-2925-4925-8861-4b1366b5f804,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12872,meropenem,Susceptible,0,Laboratory Method,1,d77d2d70-a5e5-48cd-b2c4-3386e79d3959,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12873,ceftazidime,Susceptible,0,Laboratory Method,1,01007c79-57f1-447f-a712-03ec79f9cb73,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12873,ciprofloxacin,Susceptible,0,Laboratory Method,1,c115cb48-70c5-4280-86b6-2c067ba1d4c1,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12873,gentamicin,Susceptible,0,Laboratory Method,1,09248106-cbc6-4fd2-96f3-249d67097501,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12873,meropenem,Susceptible,0,Laboratory Method,1,8130e92a-fb43-4d3f-ad4c-df63bc1b2488,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12874,ceftazidime,Resistant,1,Laboratory Method,1,5a481358-17f4-4449-a452-e8ef340bdcaf,>16,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12874,ciprofloxacin,Resistant,1,Laboratory Method,1,be4e0e3f-db2d-4d63-9f3d-b743bda31836,>2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12874,gentamicin,Susceptible,0,Laboratory Method,1,74f81cd4-9448-4d68-809c-70d9410545d2,4,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12874,meropenem,Susceptible,0,Laboratory Method,1,365e8159-639b-4a97-8c27-2b9d63335fe4,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12875,ceftazidime,Susceptible,0,Laboratory Method,1,9cd757b7-f855-48d5-af23-862187747beb,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12875,ciprofloxacin,Susceptible,0,Laboratory Method,1,5a278f30-4be2-4bb6-a107-bfcb8886633e,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12875,gentamicin,Susceptible,0,Laboratory Method,1,265b2d71-5346-423e-bb93-c10bf876f26d,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12875,meropenem,Susceptible,0,Laboratory Method,1,68877ffc-746d-4405-9f81-197d9fe9be6e,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12876,ceftazidime,Resistant,1,Laboratory Method,1,0245375f-65dc-4395-9527-44a04c40425b,>16,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12876,ciprofloxacin,Resistant,1,Laboratory Method,1,08815208-cb0b-4749-8c33-d167a118eddb,>2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12876,gentamicin,Susceptible,0,Laboratory Method,1,e7754403-051d-421b-b300-a3c7796d98b7,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12876,meropenem,Susceptible,0,Laboratory Method,1,e22f7fd3-de25-41de-ba4b-7c23968faad1,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12878,ceftazidime,Resistant,1,Laboratory Method,1,11b358d8-798c-4d62-a92a-a844b6ec970e,>16,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12878,ciprofloxacin,Resistant,1,Laboratory Method,1,dd00f6ce-ffa6-4164-902b-aebef6d88de6,>2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12878,gentamicin,Susceptible,0,Laboratory Method,1,d4f1047e-55b4-45bb-bab9-9cecfc10896d,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12878,meropenem,Susceptible,0,Laboratory Method,1,a3fc327e-f3ba-4c5c-93c5-f48bfb422d58,0.094,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12880,ceftazidime,Resistant,1,Laboratory Method,1,dd1c4270-7347-4072-92a0-3abbbcea9992,>16,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12880,ciprofloxacin,Resistant,1,Laboratory Method,1,5da1f5bb-977c-4b4e-8b89-3f2ed363a5f2,>2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12880,gentamicin,Resistant,1,Laboratory Method,1,94f08eda-a0f0-4b7e-81fd-519df6f1d7a6,>8,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12880,meropenem,Resistant,1,Laboratory Method,1,fc110017-5d36-484c-8bea-663fbd31d29f,>8,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12881,ceftazidime,Susceptible,0,Laboratory Method,1,6a19a7b9-e171-468b-9e24-7f880ab19f45,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12881,ciprofloxacin,Susceptible,0,Laboratory Method,1,27b2bcb1-ecce-475f-9910-5c3fe4aabb98,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12881,gentamicin,Susceptible,0,Laboratory Method,1,48fa4973-762a-47e1-af34-d063aaca755c,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12881,meropenem,Susceptible,0,Laboratory Method,1,b942770a-44af-4a37-9d2f-c7f02ed0b90a,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12882,ceftazidime,Susceptible,0,Laboratory Method,1,18587417-ef32-43b3-885d-cd1ed266bd49,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12882,ciprofloxacin,Susceptible,0,Laboratory Method,1,d1c3e01b-a6ce-4e7e-937e-3053f74d7138,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12882,gentamicin,Susceptible,0,Laboratory Method,1,bd30ca1a-1e46-41e2-93ce-1632b87a2f3f,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12882,meropenem,Susceptible,0,Laboratory Method,1,2bd0e927-1fe7-481e-8f2f-63b8a85fc322,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12883,ceftazidime,Susceptible,0,Laboratory Method,1,77974847-4ae9-4d95-9a95-4315f4f51de7,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12883,ciprofloxacin,Susceptible,0,Laboratory Method,1,b8f46154-c4e8-4293-8089-66f3e041968e,<=0.5,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12883,gentamicin,Susceptible,0,Laboratory Method,1,44bbc22d-26f3-4552-9ce1-c5f6d09f376a,1,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12883,meropenem,Susceptible,0,Laboratory Method,1,914a68df-1558-4e3c-97b6-839613d0801f,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12887,ceftazidime,Resistant,1,Laboratory Method,1,cbb13aee-d9b9-4fdd-a89e-faabb14c2772,>16,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12887,ciprofloxacin,Resistant,1,Laboratory Method,1,ec8fa357-f52a-4f3a-bab8-ee4c9f17ae98,>2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12887,gentamicin,Resistant,1,Laboratory Method,1,0d5fbb67-0214-48e6-9f23-1896cb00304a,>8,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12887,meropenem,Susceptible,0,Laboratory Method,1,397e99e2-15a6-4586-af47-030a46b7fde2,<=0.125,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12888,ceftazidime,Resistant,1,Laboratory Method,1,7c8fe735-cd61-45ac-bf08-adacd9bd2820,>16,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12888,ciprofloxacin,Resistant,1,Laboratory Method,1,5e7f5688-676c-414e-be99-e33edc9d39da,>2,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
573.12888,gentamicin,Resistant,1,Laboratory Method,1,c3e6315a-64ff-4f84-94e5-7adb26c0c886,>8,mg/L,Broth dilution,CLSI,2017,28512093;28776045,2017-09-30T22:53:04.193Z
