genome_id,genome_name,tested_drug_count,genome_length,contigs,checkm_completeness,checkm_contamination,fasta_relative_path,fasta_sha256
573.26318,Klebsiella pneumoniae strain 5012STDY7626438,4,5609309,125,99.78,0.0,data/genomes/573.26318.fna,
573.14206,Klebsiella pneumoniae KPN520ec,4,5604874,141,100.0,0.0,data/genomes/573.14206.fna,
573.23211,Klebsiella pneumoniae strain KP_160,4,5817696,102,99.78,0.0,data/genomes/573.23211.fna,
573.13428,Klebsiella pneumoniae KPN1490ec,4,5521690,195,100.0,1.8,data/genomes/573.13428.fna,
573.22560,Klebsiella pneumoniae strain SU5,4,5195956,249,93.76,0.88,data/genomes/573.22560.fna,
573.14536,Klebsiella pneumoniae KPN977ec,4,5626289,114,100.0,0.3,data/genomes/573.14536.fna,
573.14550,Klebsiella pneumoniae KPN999ec,4,5442843,105,100.0,1.3,data/genomes/573.14550.fna,
573.26309,Klebsiella pneumoniae strain 5012STDY7626424,4,5116083,17,99.78,0.0,data/genomes/573.26309.fna,
573.13537,Klebsiella pneumoniae KPN1618ec,4,5388879,72,100.0,0.0,data/genomes/573.13537.fna,
573.13954,Klebsiella pneumoniae KPN2163ec,4,5461695,91,100.0,0.0,data/genomes/573.13954.fna,
573.66632,Klebsiella pneumoniae KP_NORM_BLD_114291,4,5590583,84,100.0,0.0,data/genomes/573.66632.fna,
573.15513,Klebsiella pneumoniae strain INF052,4,5293203,42,100.0,0.0,data/genomes/573.15513.fna,
573.13378,Klebsiella pneumoniae KPN1437ec,4,5531838,193,100.0,0.0,data/genomes/573.13378.fna,
573.26245,Klebsiella pneumoniae strain 5012STDY7626363,4,5547637,72,99.78,0.22,data/genomes/573.26245.fna,
573.67011,Klebsiella pneumoniae KP_NORM_BLD_60949,4,5377171,178,99.8,0.1,data/genomes/573.67011.fna,
573.5777,Klebsiella pneumoniae strain 14_GR_14,4,5657496,134,99.7,0.0,data/genomes/573.5777.fna,
573.46067,Klebsiella pneumoniae INF289,4,5593503,110,99.78,0.11,data/genomes/573.46067.fna,
573.14009,Klebsiella pneumoniae KPN271ec,4,5468357,92,100.0,0.0,data/genomes/573.14009.fna,
573.13629,Klebsiella pneumoniae KPN1727ec,4,5683959,111,100.0,0.0,data/genomes/573.13629.fna,
573.14421,Klebsiella pneumoniae KPN822ec,4,5476778,81,100.0,0.0,data/genomes/573.14421.fna,
573.66627,Klebsiella pneumoniae KP_NORM_BLD_113971,4,5476357,126,100.0,0.1,data/genomes/573.66627.fna,
573.24416,Klebsiella pneumoniae strain MUGSI_5,4,5568926,102,99.78,0.11,data/genomes/573.24416.fna,
573.66948,Klebsiella pneumoniae KP_NORM_BLD_2255,4,5354195,73,100.0,0.0,data/genomes/573.66948.fna,
573.5794,Klebsiella pneumoniae strain PB450,4,5845239,107,100.0,0.0,data/genomes/573.5794.fna,
573.26225,Klebsiella pneumoniae strain 5012STDY7312692,4,5573011,62,99.78,0.11,data/genomes/573.26225.fna,
573.13196,Klebsiella pneumoniae KPN1205ec,4,5394085,81,100.0,0.3,data/genomes/573.13196.fna,
573.12937,Klebsiella pneumoniae 3251,4,5567975,302,100.0,0.7,data/genomes/573.12937.fna,
573.23228,Klebsiella pneumoniae strain KP_343,4,5662506,89,99.78,0.11,data/genomes/573.23228.fna,
573.13696,Klebsiella pneumoniae KPN1831ec,4,5349674,66,100.0,0.0,data/genomes/573.13696.fna,
573.13467,Klebsiella pneumoniae KPN1536ec,4,5506433,74,100.0,0.0,data/genomes/573.13467.fna,
573.26111,Klebsiella pneumoniae strain 5012STDY7312576,4,5376987,143,99.78,0.0,data/genomes/573.26111.fna,
573.13573,Klebsiella pneumoniae KPN1667ec,4,5564502,138,100.0,0.3,data/genomes/573.13573.fna,
573.26199,Klebsiella pneumoniae strain 5012STDY7312570,4,5631328,74,99.78,0.0,data/genomes/573.26199.fna,
573.13027,Klebsiella pneumoniae 26,4,5505496,305,100.0,0.0,data/genomes/573.13027.fna,
573.24308,Klebsiella pneumoniae strain 463,4,6030343,240,99.78,0.11,data/genomes/573.24308.fna,
573.13654,Klebsiella pneumoniae KPN1758ec,4,5440831,153,100.0,0.3,data/genomes/573.13654.fna,
573.12984,Klebsiella pneumoniae 63,4,5125248,243,100.0,1.3,data/genomes/573.12984.fna,
573.66201,Klebsiella pneumoniae KP_NORM_URN_2015_109627,4,5362604,85,100.0,0.0,data/genomes/573.66201.fna,
573.12996,Klebsiella pneumoniae 54,4,5485597,330,100.0,0.0,data/genomes/573.12996.fna,
573.14485,Klebsiella pneumoniae KPN909ec,4,5473598,111,99.3,0.0,data/genomes/573.14485.fna,
573.13690,Klebsiella pneumoniae KPN1824ec,4,5382888,112,100.0,0.0,data/genomes/573.13690.fna,
573.66989,Klebsiella pneumoniae KP_NORM_BLD_60421,4,5225933,45,100.0,0.0,data/genomes/573.66989.fna,
573.15555,Klebsiella pneumoniae strain KSB1_10E,4,5584995,105,98.3,0.3,data/genomes/573.15555.fna,
573.26264,Klebsiella pneumoniae strain 5012STDY7626378,4,5311416,26,99.78,0.0,data/genomes/573.26264.fna,
573.67099,Klebsiella pneumoniae KP_NORM_BLD_63333,4,5446054,106,100.0,0.2,data/genomes/573.67099.fna,
573.13124,Klebsiella pneumoniae KPN1122ec,4,5352621,65,100.0,0.0,data/genomes/573.13124.fna,
573.26186,Klebsiella pneumoniae strain 5012STDY7312616,4,5548303,43,99.78,0.0,data/genomes/573.26186.fna,
573.13143,Klebsiella pneumoniae KPN1145ec,4,5779268,132,100.0,0.0,data/genomes/573.13143.fna,
573.66978,Klebsiella pneumoniae KP_NORM_BLD_3093,4,5469150,84,100.0,0.0,data/genomes/573.66978.fna,
573.5681,Klebsiella pneumoniae strain PB5,4,6054570,84,100.0,0.0,data/genomes/573.5681.fna,
573.14254,Klebsiella pneumoniae KPN580ec,4,5517173,156,100.0,0.0,data/genomes/573.14254.fna,
573.14549,Klebsiella pneumoniae KPN997ec,4,5542587,111,100.0,0.0,data/genomes/573.14549.fna,
573.13321,Klebsiella pneumoniae KPN1363ec,4,5451173,91,99.7,0.3,data/genomes/573.13321.fna,
573.13183,Klebsiella pneumoniae KPN1191ec,4,5588017,104,100.0,1.0,data/genomes/573.13183.fna,
573.34297,Klebsiella pneumoniae strain INF065-sc-2279980,4,5565136,4,99.78,0.0,data/genomes/573.34297.fna,
573.14249,Klebsiella pneumoniae KPN575ec,4,5463651,86,100.0,0.0,data/genomes/573.14249.fna,
573.14285,Klebsiella pneumoniae KPN618ec,4,5396339,75,100.0,0.0,data/genomes/573.14285.fna,
573.13818,Klebsiella pneumoniae KPN1985ec,4,5458721,63,100.0,0.0,data/genomes/573.13818.fna,
573.12938,Klebsiella pneumoniae 3329,4,5462092,267,100.0,0.0,data/genomes/573.12938.fna,
573.26131,Klebsiella pneumoniae strain 5012STDY7312748,4,5241924,42,99.78,0.0,data/genomes/573.26131.fna,
573.66664,Klebsiella pneumoniae KP_NORM_BLD_115366,4,5500408,75,100.0,0.0,data/genomes/573.66664.fna,
573.66968,Klebsiella pneumoniae KP_NORM_BLD_2803,4,5438806,63,100.0,0.0,data/genomes/573.66968.fna,
573.26285,Klebsiella pneumoniae strain 5012STDY7626403,4,5292311,167,99.78,0.11,data/genomes/573.26285.fna,
573.67066,Klebsiella pneumoniae KP_NORM_BLD_62484,4,5383468,68,100.0,0.0,data/genomes/573.67066.fna,
573.23233,Klebsiella pneumoniae strain KP_008,4,5469128,302,99.78,1.64,data/genomes/573.23233.fna,
573.13694,Klebsiella pneumoniae KPN182ec,4,5355796,69,100.0,0.0,data/genomes/573.13694.fna,
573.26320,Klebsiella pneumoniae strain 5012STDY7626440,4,5140395,16,99.78,0.0,data/genomes/573.26320.fna,
573.67025,Klebsiella pneumoniae KP_NORM_BLD_61295,4,5441959,58,100.0,0.0,data/genomes/573.67025.fna,
573.66943,Klebsiella pneumoniae KP_NORM_BLD_2015_116590,4,5302999,66,100.0,0.0,data/genomes/573.66943.fna,
573.13008,Klebsiella pneumoniae 3302,4,5556245,211,100.0,0.0,data/genomes/573.13008.fna,
573.13306,Klebsiella pneumoniae KPN1346ec,4,5557235,79,100.0,0.0,data/genomes/573.13306.fna,
573.12867,Klebsiella pneumoniae 3345,4,5484958,297,100.0,0.0,data/genomes/573.12867.fna,
573.67117,Klebsiella pneumoniae KP_NORM_BLD_70,4,5420701,77,100.0,0.0,data/genomes/573.67117.fna,
573.66796,Klebsiella pneumoniae KP_NORM_BLD_13739,4,5265372,57,100.0,0.1,data/genomes/573.66796.fna,
573.66724,Klebsiella pneumoniae KP_NORM_BLD_116446,4,5532593,116,100.0,0.0,data/genomes/573.66724.fna,
573.13627,Klebsiella pneumoniae KPN1725ec,4,5553236,71,100.0,0.0,data/genomes/573.13627.fna,
573.46859,Klebsiella pneumoniae KP-28P,4,5838217,88,99.78,0.0,data/genomes/573.46859.fna,
573.14356,Klebsiella pneumoniae KPN733ec,4,5421537,90,100.0,0.0,data/genomes/573.14356.fna,
573.13781,Klebsiella pneumoniae KPN1929ec,4,5604415,139,100.0,0.0,data/genomes/573.13781.fna,
573.15526,Klebsiella pneumoniae strain INF204,4,5462514,114,99.3,0.1,data/genomes/573.15526.fna,
573.12927,Klebsiella pneumoniae 116,4,5572589,355,100.0,0.7,data/genomes/573.12927.fna,
573.14170,Klebsiella pneumoniae KPN458ec,4,5523578,54,98.0,0.8,data/genomes/573.14170.fna,
573.13325,Klebsiella pneumoniae KPN1366ec,4,5275152,173,100.0,1.8,data/genomes/573.13325.fna,
573.66661,Klebsiella pneumoniae KP_NORM_BLD_115327,4,5510461,183,99.1,0.0,data/genomes/573.66661.fna,
573.14257,Klebsiella pneumoniae KPN583ec,4,5368037,59,100.0,0.0,data/genomes/573.14257.fna,
573.13868,Klebsiella pneumoniae KPN2042ec,4,5470843,103,100.0,0.3,data/genomes/573.13868.fna,
573.13989,Klebsiella pneumoniae KPN248ec,4,5561062,141,100.0,0.0,data/genomes/573.13989.fna,
573.14324,Klebsiella pneumoniae KPN695ec,4,5387704,119,100.0,0.0,data/genomes/573.14324.fna,
573.46084,Klebsiella pneumoniae INF112,4,5668830,29,99.78,0.11,data/genomes/573.46084.fna,
573.14517,Klebsiella pneumoniae KPN950ec,4,5479008,86,100.0,0.0,data/genomes/573.14517.fna,
573.13107,Klebsiella pneumoniae KPN1103ec,4,5353433,65,100.0,0.0,data/genomes/573.13107.fna,
573.34252,Klebsiella pneumoniae strain KSB1_8D-sc-2280250,4,5723333,5,99.78,0.11,data/genomes/573.34252.fna,
573.46112,Klebsiella pneumoniae KSB2_2D,4,5329580,72,99.78,0.0,data/genomes/573.46112.fna,
573.13613,Klebsiella pneumoniae KPN1710ec,4,5557267,89,100.0,0.0,data/genomes/573.13613.fna,
573.13917,Klebsiella pneumoniae KPN2094ec,4,5752715,119,100.0,0.3,data/genomes/573.13917.fna,
573.66902,Klebsiella pneumoniae KP_NORM_BLD_2012_85462,4,5377573,69,100.0,0.1,data/genomes/573.66902.fna,
573.14405,Klebsiella pneumoniae KPN801ec,4,5702910,151,100.0,0.3,data/genomes/573.14405.fna,
573.13311,Klebsiella pneumoniae KPN1350ec,4,5388421,118,100.0,0.0,data/genomes/573.13311.fna,
573.67040,Klebsiella pneumoniae KP_NORM_BLD_61877,4,5515107,74,100.0,0.0,data/genomes/573.67040.fna,
573.15615,Klebsiella pneumoniae strain KSB1_7B,4,5159724,53,100.0,0.3,data/genomes/573.15615.fna,
573.23207,Klebsiella pneumoniae strain KP_215,4,5595275,149,99.78,0.33,data/genomes/573.23207.fna,
573.66716,Klebsiella pneumoniae KP_NORM_BLD_116392,4,5081895,47,97.7,0.0,data/genomes/573.66716.fna,
573.14039,Klebsiella pneumoniae KPN304ec,4,5411443,88,100.0,0.0,data/genomes/573.14039.fna,
573.14316,Klebsiella pneumoniae KPN685ec,4,5435338,79,100.0,0.0,data/genomes/573.14316.fna,
573.14503,Klebsiella pneumoniae KPN931ec,4,5502612,98,100.0,0.0,data/genomes/573.14503.fna,
573.14188,Klebsiella pneumoniae KPN481ec,4,5539551,105,100.0,0.0,data/genomes/573.14188.fna,
573.66593,Klebsiella pneumoniae KP_NORM_BLD_112121,4,5397993,63,100.0,0.1,data/genomes/573.66593.fna,
573.15619,Klebsiella pneumoniae strain KSB1_6F,4,5360306,68,100.0,0.7,data/genomes/573.15619.fna,
573.14127,Klebsiella pneumoniae KPN406ec,4,5406258,89,100.0,0.7,data/genomes/573.14127.fna,
573.26198,Klebsiella pneumoniae strain 5012STDY7312662,4,5435805,103,99.78,0.0,data/genomes/573.26198.fna,
573.66920,Klebsiella pneumoniae KP_NORM_BLD_2013_92947,4,5636751,85,100.0,0.0,data/genomes/573.66920.fna,
573.26115,Klebsiella pneumoniae strain 5012STDY7312733,4,5370588,32,99.78,0.0,data/genomes/573.26115.fna,
573.66901,Klebsiella pneumoniae KP_NORM_BLD_2012_85073,4,5302372,48,100.0,0.0,data/genomes/573.66901.fna,
573.14055,Klebsiella pneumoniae KPN321ec,4,5496092,83,100.0,0.0,data/genomes/573.14055.fna,
573.14252,Klebsiella pneumoniae KPN578ec,4,5351543,104,100.0,0.0,data/genomes/573.14252.fna,
573.14108,Klebsiella pneumoniae KPN385ec,4,5441061,76,100.0,0.0,data/genomes/573.14108.fna,
573.14000,Klebsiella pneumoniae KPN261ec,4,5840611,164,100.0,0.1,data/genomes/573.14000.fna,
573.13294,Klebsiella pneumoniae KPN1333ec,4,5488878,128,100.0,0.3,data/genomes/573.13294.fna,
573.13578,Klebsiella pneumoniae KPN1674ec,4,5552738,126,100.0,0.0,data/genomes/573.13578.fna,
573.46109,Klebsiella pneumoniae KSB1_3I,4,5526784,69,99.78,0.0,data/genomes/573.46109.fna,
573.13922,Klebsiella pneumoniae KPN2101ec,4,5522666,93,100.0,0.0,data/genomes/573.13922.fna,
573.23225,Klebsiella pneumoniae strain KP_307,4,5707241,81,99.67,0.0,data/genomes/573.23225.fna,
573.24408,Klebsiella pneumoniae strain MUGSI_39,4,5685966,106,99.78,0.0,data/genomes/573.24408.fna,
573.14498,Klebsiella pneumoniae KPN926ec,4,5568849,124,100.0,0.0,data/genomes/573.14498.fna,
573.66191,Klebsiella pneumoniae KP_NORM_BLD_2015_117563,4,5420915,74,100.0,0.0,data/genomes/573.66191.fna,
573.66200,Klebsiella pneumoniae KP_NORM_URN_2015_109604,4,5373679,65,100.0,0.0,data/genomes/573.66200.fna,
573.46089,Klebsiella pneumoniae KSB1_2B,4,5519759,127,99.78,0.11,data/genomes/573.46089.fna,
573.15521,Klebsiella pneumoniae strain INF168,4,5496649,47,100.0,0.0,data/genomes/573.15521.fna,
573.24409,Klebsiella pneumoniae strain MUGSI_4,4,5501569,140,99.78,0.0,data/genomes/573.24409.fna,
573.67169,Klebsiella pneumoniae KP_NORM_URN_2015_108182,4,5212045,57,100.0,0.1,data/genomes/573.67169.fna,
573.66942,Klebsiella pneumoniae KP_NORM_BLD_2242,4,5725623,92,100.0,0.1,data/genomes/573.66942.fna,
573.14298,Klebsiella pneumoniae KPN641ec,4,5514599,84,100.0,0.0,data/genomes/573.14298.fna,
573.13596,Klebsiella pneumoniae KPN1693ec,4,5746315,114,100.0,0.0,data/genomes/573.13596.fna,
573.67109,Klebsiella pneumoniae KP_NORM_BLD_63825,4,5098493,62,100.0,0.0,data/genomes/573.67109.fna,
573.23200,Klebsiella pneumoniae strain KP_116,4,5566290,91,99.78,0.0,data/genomes/573.23200.fna,
573.66641,Klebsiella pneumoniae KP_NORM_BLD_114331,4,5487769,73,100.0,0.0,data/genomes/573.66641.fna,
573.13724,Klebsiella pneumoniae KPN1861ec,4,5645178,164,100.0,0.3,data/genomes/573.13724.fna,
573.13752,Klebsiella pneumoniae KPN1890ec,4,5707569,140,100.0,0.7,data/genomes/573.13752.fna,
573.24376,Klebsiella pneumoniae strain MUGSI_2,4,5451520,163,99.78,0.11,data/genomes/573.24376.fna,
573.14444,Klebsiella pneumoniae KPN854ec,4,5568689,130,100.0,0.0,data/genomes/573.14444.fna,
